Time,GND_truth_X1,GND_truth_Y1,GND_truth_X2,GND_truth_Y2,est_X1,est_Y1,est_X2,est_Y2,
1.63019e+09,228.435,114.857,131.457,114.864,229.38,108.733,129.768,110.482,
1.63019e+09,228.426,115.124,131.457,114.864,229.38,108.733,129.768,110.482,
1.63019e+09,228.418,115.38,131.475,115.392,229.38,108.733,129.768,110.482,
1.63019e+09,228.411,115.627,131.484,115.64,229.38,108.733,129.768,110.482,
1.63019e+09,228.411,115.627,131.484,115.64,229.38,108.733,129.768,110.482,
1.63019e+09,228.405,115.866,131.492,115.882,229.38,108.733,129.768,110.482,
1.63019e+09,228.399,116.101,131.499,116.119,229.38,108.733,129.768,110.482,
1.63019e+09,228.394,116.33,131.506,116.351,229.38,108.733,129.768,110.482,
1.63019e+09,228.389,116.551,131.512,116.574,229.38,108.733,129.768,110.482,
1.63019e+09,228.385,116.761,131.518,116.786,229.375,109.844,130.41,111.414,
1.63019e+09,228.381,116.96,131.523,116.987,229.375,109.844,130.41,111.414,
1.63019e+09,228.375,117.331,131.533,117.362,229.375,109.844,130.41,111.414,
1.63019e+09,228.375,117.331,131.533,117.362,229.375,109.844,130.41,111.414,
1.63019e+09,228.37,117.68,131.541,117.714,229.375,109.844,130.41,111.414,
1.63019e+09,228.368,117.846,131.541,117.714,229.375,109.844,130.41,111.414,
1.63019e+09,228.367,118.004,131.548,118.041,229.375,109.844,130.41,111.414,
1.63019e+09,228.365,118.151,131.551,118.19,229.372,111.015,130.91,112.414,
1.63019e+09,228.365,118.151,131.551,118.19,229.372,111.015,130.91,112.414,
1.63019e+09,228.364,118.419,131.554,118.329,229.372,111.015,130.91,112.414,
1.63019e+09,228.363,118.542,131.557,118.461,229.372,111.015,130.91,112.414,
1.63019e+09,228.363,118.659,131.562,118.704,229.372,111.015,130.91,112.414,
1.63019e+09,228.362,118.768,131.564,118.814,229.372,111.015,130.91,112.414,
1.63019e+09,228.362,118.768,131.564,118.814,229.372,111.015,130.91,112.414,
1.63019e+09,228.362,118.963,131.568,119.01,229.372,111.015,130.91,112.414,
1.63019e+09,228.363,119.05,131.57,119.098,229.372,111.015,130.91,112.414,
1.63019e+09,228.363,119.05,131.57,119.098,229.372,111.015,130.91,112.414,
1.63019e+09,228.363,119.206,131.573,119.255,229.361,112.181,131.285,113.422,
1.63019e+09,228.363,119.206,131.573,119.255,229.361,112.181,131.285,113.422,
1.63019e+09,228.365,119.344,131.575,119.327,229.361,112.181,131.285,113.422,
1.63019e+09,228.365,119.344,131.577,119.394,229.361,112.181,131.285,113.422,
1.63019e+09,228.366,119.468,131.58,119.519,229.361,112.181,131.285,113.422,
1.63019e+09,228.367,119.528,131.581,119.579,229.361,112.181,131.285,113.422,
1.63019e+09,228.368,119.588,131.582,119.639,229.361,112.181,131.285,113.422,
1.63019e+09,228.368,119.588,131.582,119.639,229.334,113.271,131.551,114.367,
